,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.13636363636363635,0.12121212121212122,0.10606060606060606,0.13636363636363635,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.13636363636363635
caudalmiddlefrontal-rh,0.13513513513513514,0.12162162162162163,0.10810810810810811,0.13513513513513514,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.13513513513513514
parsopercularis-lh,0.10227272727272728,0.11363636363636363,0.13636363636363635,0.11363636363636363,0.1590909090909091,0.125,0.14772727272727273,0.10227272727272728
parstriangularis-rh,0.13513513513513514,0.12162162162162163,0.10810810810810811,0.13513513513513514,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.13513513513513514
rostralmiddlefrontal-lh,0.10869565217391304,0.09782608695652174,0.13043478260869565,0.10869565217391304,0.17391304347826086,0.10869565217391304,0.16304347826086957,0.10869565217391304
rostralmiddlefrontal-rh,0.12987012987012986,0.11688311688311688,0.11688311688311688,0.12987012987012986,0.12987012987012986,0.11688311688311688,0.12987012987012986,0.12987012987012986
superiortemporal-lh,0.1125,0.1,0.125,0.1125,0.1625,0.1125,0.1625,0.1125
superiortemporal-rh,0.13636363636363635,0.12121212121212122,0.10606060606060606,0.13636363636363635,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.13636363636363635
