,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.13636363636363635,0.14772727272727273,0.09090909090909091,0.125,0.14772727272727273,0.125,0.13636363636363635,0.09090909090909091
caudalmiddlefrontal-rh,0.1326530612244898,0.15306122448979592,0.09183673469387756,0.12244897959183673,0.15306122448979592,0.12244897959183673,0.1326530612244898,0.09183673469387756
parsopercularis-lh,0.13157894736842105,0.13157894736842105,0.11842105263157894,0.11842105263157894,0.13157894736842105,0.13157894736842105,0.11842105263157894,0.11842105263157894
parstriangularis-rh,0.13978494623655913,0.15053763440860216,0.08602150537634409,0.12903225806451613,0.15053763440860216,0.11827956989247312,0.13978494623655913,0.08602150537634409
precentral-rh,0.13592233009708737,0.1553398058252427,0.08737864077669903,0.1262135922330097,0.1553398058252427,0.11650485436893204,0.13592233009708737,0.08737864077669903
rostralmiddlefrontal-lh,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.12643678160919541,0.13793103448275862,0.12643678160919541,0.12643678160919541,0.10344827586206896
rostralmiddlefrontal-rh,0.1320754716981132,0.1509433962264151,0.08490566037735849,0.1320754716981132,0.16037735849056603,0.11320754716981132,0.14150943396226415,0.08490566037735849
superiortemporal-lh,0.12195121951219512,0.13414634146341464,0.12195121951219512,0.10975609756097561,0.13414634146341464,0.13414634146341464,0.12195121951219512,0.12195121951219512
