,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
entorhinal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0
frontalpole-rh,0.0,0.06666666666666667,0.2,0.2,0.2,0.16666666666666666,0.16666666666666666,0.0
medialorbitofrontal-rh,0.0,0.06666666666666667,0.2,0.2,0.2,0.16666666666666666,0.16666666666666666,0.0
rostralanteriorcingulate-lh,0.0,0.07692307692307693,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.0
rostralanteriorcingulate-rh,0.0,0.07692307692307693,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.0
rostralmiddlefrontal-lh,0.0,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
