,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.5517241379310345,0.0,0.06896551724137931,0.0,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.13793103448275862
parstriangularis-rh,0.0,0.925,0.0,0.0,0.075,0.0,0.0,0.0
postcentral-rh,0.07407407407407407,0.0,0.2777777777777778,0.16666666666666666,0.18518518518518517,0.2037037037037037,0.09259259259259259,0.0
superiorfrontal-rh,0.05263157894736842,0.0,0.18421052631578946,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.07894736842105263,0.0
superiorparietal-lh,0.057692307692307696,0.038461538461538464,0.19230769230769232,0.17307692307692307,0.23076923076923078,0.21153846153846154,0.09615384615384616,0.0
superiorparietal-rh,0.08163265306122448,0.0,0.1836734693877551,0.16326530612244897,0.1836734693877551,0.30612244897959184,0.08163265306122448,0.0
superiortemporal-lh,0.20689655172413793,0.0,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.3448275862068966,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
