,F7,FT9,TP9,Fp2,AF3,AFz,AF8,AF4
F7,0.4140625,0.16796875,0.41796875,0.0,0.0,0.0,0.0,0.0
FT9,0.19248826291079812,0.5586854460093896,0.24882629107981222,0.0,0.0,0.0,0.0,0.0
TP9,0.37992831541218636,0.1971326164874552,0.4229390681003584,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0
AF3,0.0,0.0,0.0,0.16149068322981366,0.2795031055900621,0.2795031055900621,0.2795031055900621,0.0
AFz,0.0,0.0,0.0,0.10993657505285412,0.19238900634249473,0.3488372093023256,0.3488372093023256,0.0
AF8,0.0,0.0,0.0,0.1090146750524109,0.19077568134171907,0.3480083857442348,0.3522012578616352,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
