,F7,FT9,F8,Fp2,AF7,AFz,AF8,AF4
F7,0.35555555555555557,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.2833333333333333
FT9,0.3368421052631579,0.39473684210526316,0.0,0.0,0.0,0.0,0.0,0.26842105263157895
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF4,0.33548387096774196,0.33548387096774196,0.0,0.0,0.0,0.0,0.0,0.32903225806451614
