,FT9,FC5,P3,P7,P1,P5,PO3,POz
FT9,0.3422818791946309,0.0,0.3221476510067114,0.0,0.0,0.0,0.0,0.33557046979865773
FC5,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0
P3,0.3356643356643357,0.0,0.32867132867132864,0.0,0.0,0.0,0.0,0.3356643356643357
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.375,0.0,0.0,0.25,0.0,0.375,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0
POz,0.3401360544217687,0.0,0.32653061224489793,0.0,0.0,0.0,0.0,0.3333333333333333
