,FT9,FC5,P3,P7,P1,P5,PO3,POz
FT9,0.675,0.0,0.05,0.0,0.0,0.0,0.0,0.275
FC5,0.0,0.20074349442379183,0.0,0.20446096654275092,0.1970260223048327,0.20074349442379183,0.1970260223048327,0.0
P3,0.35714285714285715,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.35714285714285715
P7,0.0,0.19855595667870035,0.0,0.21299638989169675,0.19494584837545126,0.19855595667870035,0.19494584837545126,0.0
P1,0.0,0.20149253731343283,0.0,0.20149253731343283,0.19776119402985073,0.20149253731343283,0.19776119402985073,0.0
P5,0.0,0.20074349442379183,0.0,0.20446096654275092,0.1970260223048327,0.20074349442379183,0.1970260223048327,0.0
PO3,0.0,0.20149253731343283,0.0,0.20149253731343283,0.19776119402985073,0.20149253731343283,0.19776119402985073,0.0
POz,0.4791666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.4375
