,bankssts-rh,frontalpole-lh,frontalpole-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7989949748743719,0.0,0.0,0.0,0.0,0.010050251256281407,0.19095477386934673
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.7168141592920354,0.2831858407079646,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.20055710306406685,0.5710306406685237,0.20891364902506965,0.019498607242339833,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.2773972602739726,0.571917808219178,0.07534246575342465,0.07534246575342465
temporalpole-lh,0.0,0.01444043321299639,0.0,0.0,0.032490974729241874,0.07942238267148015,0.7942238267148014,0.07942238267148015
temporalpole-rh,0.0,0.20320855614973263,0.0,0.0,0.0053475935828877,0.12834224598930483,0.11764705882352941,0.5454545454545454
