,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.30491803278688523,0.24262295081967214,0.12131147540983607,0.2262295081967213,0.07540983606557378,0.029508196721311476,0.0,0.0
frontalpole-rh,0.23890784982935154,0.2764505119453925,0.16382252559726962,0.15699658703071673,0.10580204778156997,0.05802047781569966,0.0,0.0
insula-rh,0.14473684210526316,0.19298245614035087,0.27631578947368424,0.07017543859649122,0.17982456140350878,0.13596491228070176,0.0,0.0
parahippocampal-rh,0.3173913043478261,0.21739130434782608,0.0782608695652174,0.34347826086956523,0.043478260869565216,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.12574850299401197,0.17365269461077845,0.24550898203592814,0.04790419161676647,0.23952095808383234,0.16766467065868262,0.0,0.0
rostralanteriorcingulate-rh,0.056451612903225805,0.12096774193548387,0.23387096774193547,0.0,0.20967741935483872,0.3790322580645161,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
