,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.035924617196702,0.03415783274440518,0.0,0.03415783274440518,0.035924617196702,0.03651354534746761,0.02944640753828033,0.0,0.03651354534746761,0.0,0.028268551236749116,0.015312131919905771,0.0,0.03180212014134275,0.02591283863368669,0.02591283863368669,0.025323910482921083,0.03651354534746761,0.03180212014134275,0.0353356890459364,0.0,0.0,0.03651354534746761,0.03356890459363958,0.0,0.03651354534746761,0.03651354534746761,0.03651354534746761,0.035924617196702,0.0,0.0,0.0,0.0,0.0,0.02591283863368669,0.0,0.0,0.0,0.0353356890459364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016489988221436984,0.03651354534746761,0.0,0.0,0.0,0.03651354534746761,0.0,0.03297997644287397,0.0,0.0,0.028857479387514724,0.0,0.0,0.03651354534746761,0.03651354534746761
F3,0.03540903540903541,0.0347985347985348,0.0,0.0347985347985348,0.03540903540903541,0.03540903540903541,0.030525030525030524,0.0,0.03540903540903541,0.0,0.029304029304029304,0.015873015873015872,0.0,0.03296703296703297,0.026862026862026864,0.026862026862026864,0.026251526251526252,0.03540903540903541,0.03296703296703297,0.03540903540903541,0.0,0.0,0.03540903540903541,0.0347985347985348,0.0,0.03540903540903541,0.03540903540903541,0.03540903540903541,0.03540903540903541,0.0,0.0,0.0,0.0,0.0,0.026862026862026864,0.0,0.0,0.0,0.03540903540903541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.03540903540903541,0.0,0.0,0.0,0.03540903540903541,0.0,0.033577533577533576,0.0,0.0,0.029914529914529916,0.0,0.0,0.03540903540903541,0.03540903540903541
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.03540903540903541,0.0347985347985348,0.0,0.0347985347985348,0.03540903540903541,0.03540903540903541,0.030525030525030524,0.0,0.03540903540903541,0.0,0.029304029304029304,0.015873015873015872,0.0,0.03296703296703297,0.026862026862026864,0.026862026862026864,0.026251526251526252,0.03540903540903541,0.03296703296703297,0.03540903540903541,0.0,0.0,0.03540903540903541,0.0347985347985348,0.0,0.03540903540903541,0.03540903540903541,0.03540903540903541,0.03540903540903541,0.0,0.0,0.0,0.0,0.0,0.026862026862026864,0.0,0.0,0.0,0.03540903540903541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.03540903540903541,0.0,0.0,0.0,0.03540903540903541,0.0,0.033577533577533576,0.0,0.0,0.029914529914529916,0.0,0.0,0.03540903540903541,0.03540903540903541
FC5,0.035924617196702,0.03415783274440518,0.0,0.03415783274440518,0.035924617196702,0.03651354534746761,0.02944640753828033,0.0,0.03651354534746761,0.0,0.028268551236749116,0.015312131919905771,0.0,0.03180212014134275,0.02591283863368669,0.02591283863368669,0.025323910482921083,0.03651354534746761,0.03180212014134275,0.0353356890459364,0.0,0.0,0.03651354534746761,0.03356890459363958,0.0,0.03651354534746761,0.03651354534746761,0.03651354534746761,0.035924617196702,0.0,0.0,0.0,0.0,0.0,0.02591283863368669,0.0,0.0,0.0,0.0353356890459364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016489988221436984,0.03651354534746761,0.0,0.0,0.0,0.03651354534746761,0.0,0.03297997644287397,0.0,0.0,0.028857479387514724,0.0,0.0,0.03651354534746761,0.03651354534746761
FC1,0.035327635327635325,0.03304843304843305,0.0,0.03304843304843305,0.035327635327635325,0.038746438746438745,0.02849002849002849,0.0,0.037606837606837605,0.0,0.02735042735042735,0.014814814814814815,0.0,0.03076923076923077,0.02507122507122507,0.02507122507122507,0.0245014245014245,0.038746438746438745,0.03076923076923077,0.034757834757834755,0.0,0.0,0.038746438746438745,0.03247863247863248,0.0,0.038176638176638175,0.036467236467236465,0.037606837606837605,0.035327635327635325,0.0,0.0,0.0,0.0,0.0,0.02507122507122507,0.0,0.0,0.0,0.03418803418803419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015954415954415956,0.038176638176638175,0.0,0.0,0.0,0.038176638176638175,0.0,0.03190883190883191,0.0,0.0,0.02792022792022792,0.0,0.0,0.038746438746438745,0.037606837606837605
C3,0.03389830508474576,0.03389830508474576,0.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.033220338983050844,0.0,0.03389830508474576,0.0,0.03254237288135593,0.017627118644067796,0.0,0.03389830508474576,0.029830508474576273,0.029830508474576273,0.029152542372881354,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.0,0.0,0.03389830508474576,0.03389830508474576,0.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.029830508474576273,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018983050847457626,0.03389830508474576,0.0,0.0,0.0,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.033220338983050844,0.0,0.0,0.03389830508474576,0.03389830508474576
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.035611717403790925,0.03331418724870764,0.0,0.03331418724870764,0.035611717403790925,0.03790924755887421,0.02871912693854107,0.0,0.037334865020103386,0.0,0.027570361860999426,0.014933946008041356,0.0,0.031016657093624354,0.02527283170591614,0.02527283170591614,0.02469844916714532,0.03790924755887421,0.031016657093624354,0.0350373348650201,0.0,0.0,0.03790924755887421,0.032739804709936815,0.0,0.03790924755887421,0.03676048248133257,0.037334865020103386,0.035611717403790925,0.0,0.0,0.0,0.0,0.0,0.02527283170591614,0.0,0.0,0.0,0.03446295232624928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016082711085583,0.03790924755887421,0.0,0.0,0.0,0.03790924755887421,0.0,0.032165422171166,0.0,0.0,0.028144744399770247,0.0,0.0,0.03790924755887421,0.037334865020103386
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
