,Fp1,FT9,TP9,Oz,F4,F8,F5,AF8
Fp1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,0.4722222222222222
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.4854368932038835,0.0,0.0,0.0,0.0,0.5145631067961165
