,Fp1,FT9,T7,Oz,O2,FT10,Fp2,PO4
Fp1,0.2713178294573643,0.0,0.17829457364341086,0.2751937984496124,0.0,0.0,0.2751937984496124,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.25136612021857924,0.0,0.2459016393442623,0.25136612021857924,0.0,0.0,0.25136612021857924,0.0
Oz,0.2034383954154728,0.0,0.1318051575931232,0.4355300859598854,0.0,0.0,0.22922636103151864,0.0
O2,0.0,0.0,0.0,0.0,0.3949579831932773,0.31512605042016806,0.0,0.28991596638655465
FT10,0.0,0.0,0.0,0.0,0.35135135135135137,0.34684684684684686,0.0,0.30180180180180183
Fp2,0.2572463768115942,0.0,0.16666666666666666,0.2898550724637681,0.0,0.0,0.286231884057971,0.0
PO4,0.0,0.0,0.0,0.0,0.3448275862068966,0.32019704433497537,0.0,0.33497536945812806
