,Fp1,FT9,TP9,Oz,F4,F8,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.71,0.0,0.0,0.0,0.0,0.29,0.0
TP9,0.0,0.0,0.96875,0.0,0.03125,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.5087719298245614,0.0,0.0,0.0,0.0,0.49122807017543857,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
