,Fp1,FT9,Oz,O2,FT10,F4,Fp2,AF4
Fp1,0.3514644351464435,0.0,0.3598326359832636,0.0,0.0,0.0,0.28870292887029286,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.3413654618473896,0.0,0.36947791164658633,0.0,0.0,0.0,0.2891566265060241,0.0
O2,0.0,0.0,0.0,0.4010989010989011,0.4065934065934066,0.0,0.0,0.19230769230769232
FT10,0.0,0.0,0.0,0.2846153846153846,0.5807692307692308,0.0,0.0,0.1346153846153846
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3333333333333333,0.0,0.33796296296296297,0.0,0.0,0.0,0.3287037037037037,0.0
AF4,0.0,0.0,0.0,0.33653846153846156,0.33653846153846156,0.0,0.0,0.3269230769230769
