,Fp1,FT9,TP9,Oz,F4,F8,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.4375
TP9,0.0,0.0,0.6555555555555556,0.0,0.0,0.0,0.0,0.34444444444444444
Oz,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0
F4,0.0,0.0,0.0,0.33663366336633666,0.3316831683168317,0.3316831683168317,0.0,0.0
F8,0.0,0.0,0.0,0.33668341708542715,0.3316582914572864,0.3316582914572864,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.1388888888888889,0.26851851851851855,0.0,0.0,0.0,0.0,0.5925925925925926
