,Fp1,FT9,TP9,Oz,F4,F8,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.49411764705882355,0.0,0.0,0.0,0.0,0.5058823529411764,0.0
TP9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.48295454545454547,0.0,0.0,0.0,0.0,0.5170454545454546,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
