,Fp1,Fz,FT9,TP9,CP5,F8,AF7,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0
TP9,0.0,0.0,0.0,0.6805555555555556,0.0,0.3194444444444444,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.5111111111111111,0.0,0.4888888888888889,0.0,0.0
AF7,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
