,Fp1,F3,FT9,P7,F8,Fp2,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.32,0.34,0.0,0.0,0.34,0.0
P7,0.0,0.0,0.1827956989247312,0.40860215053763443,0.0,0.0,0.40860215053763443,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.18681318681318682,0.4065934065934066,0.0,0.0,0.4065934065934066,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
