,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,isthmuscingulate-rh,paracentral-rh,parahippocampal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6097560975609756,0.0,0.0,0.0,0.3902439024390244,0.0,0.0
fusiform-lh,0.0,0.0,0.44554455445544555,0.4504950495049505,0.0,0.0,0.0,0.10396039603960396
insula-lh,0.0,0.0,0.3760330578512397,0.5206611570247934,0.0,0.0,0.0,0.10330578512396695
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.3939393939393939,0.0,0.0,0.0,0.6060606060606061,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parahippocampal-rh,0.0,0.0,0.21495327102803738,0.2523364485981308,0.0,0.0,0.0,0.5327102803738317
