,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-lh,0.5584725536992841,0.441527446300716,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.4295612009237875,0.5704387990762124,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.6205128205128205,0.0,0.37948717948717947,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.3386880856760375,0.31994645247657294,0.17269076305220885,0.1686746987951807,0.0
medialorbitofrontal-lh,0.0,0.0,0.07610993657505286,0.2547568710359408,0.38266384778012685,0.16596194503171247,0.12050739957716702,0.0
parahippocampal-rh,0.0,0.0,0.0,0.2721518987341772,0.33122362869198313,0.39662447257383965,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.3103448275862069,0.28078817733990147,0.0,0.4088669950738916,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
