,F7,FT9,TP9,AF7,F5,P5,PO7,AF8
F7,0.3291139240506329,0.0,0.0,0.33544303797468356,0.0,0.33544303797468356,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.24882629107981222,0.0,0.0,0.4507042253521127,0.0,0.3004694835680751,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.29444444444444445,0.0,0.0,0.35555555555555557,0.0,0.35,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
