,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.2708333333333333,0.0,0.20833333333333334,0.0,0.0,0.14583333333333334,0.1875,0.1875
parsopercularis-lh,0.0,0.5238095238095238,0.0,0.0,0.19047619047619047,0.2857142857142857,0.0,0.0
postcentral-lh,0.20454545454545456,0.0,0.22727272727272727,0.0,0.0,0.1590909090909091,0.20454545454545456,0.20454545454545456
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.55,0.45,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.07142857142857142,0.0,0.39285714285714285,0.5357142857142857,0.0,0.0,0.0
superiortemporal-lh,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.0,0.0,0.2553191489361702,0.14893617021276595,0.14893617021276595
superiortemporal-rh,0.14545454545454545,0.0,0.16363636363636364,0.0,0.0,0.12727272727272726,0.41818181818181815,0.14545454545454545
supramarginal-lh,0.20454545454545456,0.0,0.22727272727272727,0.0,0.0,0.1590909090909091,0.20454545454545456,0.20454545454545456
