,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.24554341575618172,0.16427065363235577,0.06785508913168488,0.11769216024535173,0.11136668583477094,0.047153536515238646,0.10580793559516964,0.1403105232892467
frontalpole-rh,0.1541970802919708,0.19197080291970803,0.08211678832116788,0.12390510948905109,0.12718978102189782,0.046167883211678834,0.1291970802919708,0.14525547445255474
insula-rh,0.0957622454595487,0.12328013208585581,0.22812328013208585,0.13236103467253715,0.12410566868464502,0.11034672537149147,0.09713813979086407,0.08888277380297194
lateralorbitofrontal-rh,0.12389380530973451,0.13891747273101462,0.09899156204980449,0.21424161350072032,0.1656719489606915,0.04980448651986005,0.10002058036633052,0.108458530561844
medialorbitofrontal-rh,0.12065309584393553,0.14609838846480067,0.09478371501272265,0.17069550466497033,0.21225614927905004,0.044529262086514,0.1041136556403732,0.10687022900763359
parahippocampal-rh,0.09776536312849161,0.1005586592178771,0.1616121308858739,0.09736632083000799,0.08459696727853153,0.2825219473264166,0.09377494014365523,0.08180367118914605
rostralanteriorcingulate-lh,0.12756052141527002,0.16527001862197394,0.08263500931098697,0.11359404096834265,0.11522346368715083,0.055167597765363126,0.17807262569832402,0.16247672253258846
rostralanteriorcingulate-rh,0.15410668924640136,0.16977138018628282,0.06879762912785775,0.1119813717188823,0.10795935647756139,0.04381879762912786,0.14881456392887382,0.1947502116850127
