,frontalpole-lh,frontalpole-rh,fusiform-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.4293193717277487,0.15706806282722513,0.0,0.0,0.0,0.0,0.0,0.41361256544502617
frontalpole-rh,0.14634146341463414,0.4634146341463415,0.0,0.0,0.036585365853658534,0.0,0.21951219512195122,0.13414634146341464
fusiform-rh,0.0,0.0,0.7590361445783133,0.12048192771084337,0.0,0.12048192771084337,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.3076923076923077,0.6153846153846154,0.0,0.0,0.0,0.07692307692307693
medialorbitofrontal-rh,0.0,0.16,0.0,0.0,0.4,0.0,0.44,0.0
parahippocampal-rh,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.3076923076923077,0.0,0.0,0.12087912087912088,0.0,0.5714285714285714,0.0
rostralanteriorcingulate-rh,0.4039408866995074,0.1477832512315271,0.0,0.0049261083743842365,0.0,0.0,0.0,0.4433497536945813
