,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP1,O1,Oz,O2,P8,TP10,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,CP3,PO7,PO3,POz,PO4,PO8,P6,CP4,TP8,C2,FC4,FT8,F6,AF8,AF4,F2
Fp1,-0.31316845964839946,0.13257530730076209,0.16282898005000143,0.008592789691021471,0.08100033000220222,0.1830887087650921,-0.04585710357558226,-0.12022718939115924,-0.08676184854553545,-0.31497354294013813,0.12385789222287535,0.0034392393668193173,0.4244379281001903,-0.26162401149412906,-0.3340644627309671,-0.4768247964457559,0.09416976022733281,-0.1357678682177284,0.5907815388365771,0.033898708611942975,0.21484704278286146,-0.13781301389996456,0.43448130732984225,0.04057487354334191,-0.33002860301002324,-0.1043179378371738,-0.4257171669943643,0.044183166458809556,0.26657575612945006,0.2183124499876431,-0.07393751197638065,-0.13035756186206307,0.03688630930292749,-0.1551260873922093,0.3889827200714561,-0.0899635025744796,0.00130296143659853,0.1721695538192988,-0.004434569921935714,-0.3616138609150562,-0.16933489524922055,0.29333845722055885,-0.17707204321593117,0.2618462793313846,-0.015090014034671455,-0.027489451393481905,0.07939344267736054
Fz,0.08171347019853033,0.44087360488479965,-0.07238279962204683,-0.5341133336965805,-0.39886471011467883,0.05763819354359393,0.1102421427843805,-0.07038527673428889,0.15690282119336554,0.4670527542640223,0.32722333518798885,-0.10416371676020321,-0.12155815355519475,-0.2505507050753156,0.20145319762801253,-0.06832876073667926,0.2808612584162969,0.13533827737550316,0.25227617359502225,0.025411023475175726,-0.31323506405232415,0.24148128893079124,0.18399805321654203,0.014426848883412963,-0.13224333636079758,-0.09864892437808331,0.11618828685452029,-0.11736112222981696,-0.600346078597436,0.14061199287254147,0.017255898618265916,0.25279692997793124,-0.10579542172873917,0.2009748882696481,0.2107482828145372,-0.2960604116767933,0.3094411993507954,-0.22339749994007593,0.09966599715498867,0.1635991619331563,-0.3555946731076857,-0.015785563972873395,-0.3283297715642306,-0.00665028765079518,0.16611750911863873,-0.024583532989713316,-0.4159134459981082
F3,0.3897245013018654,0.06403187007320049,0.1371635465260647,-0.20171795332465453,0.2532923034445799,0.33958556386461297,-0.0895559015087522,0.30898340356978504,-0.11242523985087667,0.28989246512970385,0.0814977670276585,-0.612075223024993,0.06843506474432187,-0.008554065113286302,-0.49466068646324146,-0.23059644473578558,-0.11101544148731302,-0.26097684197526827,0.18461792007609268,0.4275651908500376,0.016740175708060946,0.03278620869220624,0.311648818244654,0.04140182947112747,-0.17888464234701865,-0.2578883106686569,0.05357228700642977,-0.5260844779965613,-0.06219715077222516,-0.04853118421594772,-0.018731878221032793,-0.000948898069209136,-0.6259909213889949,0.18779516588366352,0.4498354482169471,0.16666141242157295,-0.1689712398279966,0.34544741852355226,0.44348232284965666,-0.4919718312816674,0.11186260856722631,0.20753692490419873,-0.2492309910469253,0.2984850703274694,0.01867617341268453,-0.2975914419535747,-0.18212069556339144
F7,0.0656706226953905,-0.4178662760144208,-0.11470130456285312,0.08413535933899274,-0.23079331552194288,-0.12409677438295462,-0.1213668619123478,0.019549251934606694,0.030988411725093833,-0.035862827770933914,-0.21315141291610143,0.05321330825612633,0.022326608519544832,-0.030675480024338727,-0.18440942980690161,0.24846563767901578,0.013217116007338709,-0.18009028426688634,-0.08987589629469826,0.171948896792413,-0.21142794587356045,-0.024430378765893195,-0.06566077517765997,0.06135167270952766,0.10721243524735394,-0.08566997676660915,0.3327998207693384,-0.06467621150458845,0.3504819968316618,-0.08849667014442027,-0.0664697568417574,-0.12398365072097793,0.05754181811563292,0.2548005272617417,-0.05063055946403277,0.07462848599395322,0.07265415929025705,0.1185225802267446,-0.1150193172194405,-0.22862048774311544,-0.05921124641606666,0.19269414262275858,-0.013618567126783821,0.1680422532598354,-0.06831206796239135,0.1725541329706082,0.3363182369537406
FT9,0.10221559524882949,-0.4584764194624177,0.06109214921404823,-0.3846307117453259,0.08855932376774563,0.15388579590388077,-0.0653188581881323,0.5021071435925794,0.0,0.04121159071366058,-0.021691504398143102,-0.1687683237421183,0.11132285353143069,-0.18822941903594698,-0.16409458853712136,0.36253779330560265,-0.23953058641343125,-0.3802531028168114,-0.1145117660236973,0.0633051418232554,0.29038830371569413,0.2923405068008039,0.07976487264208625,-0.02252752237608352,0.025249193416818607,-0.15860890461846144,0.6031694227128852,-0.2125331583378462,-0.2741241274941047,0.03214258880706477,0.04043148127207988,0.08510280374677628,-0.15711446165898174,0.08602671355312319,0.03532338598602056,-0.1336582064249268,0.04094909482714187,0.05691911689488428,0.18600411380483617,-0.17333688349214074,0.1282872771837013,-0.10258375910389805,0.21749956341883767,0.5021512956623968,-0.07373864282660675,-0.4646109595651201,-0.2296452152848681
FC5,0.125923569908965,-0.0581126959309515,0.20634858876823683,-0.15648352928827902,0.11962832641398134,-0.023374322371332044,-0.24434677288940612,-0.07546780156060864,-0.2854295886013373,0.01227427487693278,0.2775237108215723,0.055561704766169534,0.18890851121065177,-0.07032700831124603,-0.17634123381675007,0.2411884091097539,-0.09734923262562542,0.09437324979506279,-0.15733363930363978,-0.0024256093364474415,0.2101148859556343,0.4534903714132556,0.43207510121588893,0.055424824749054975,0.08476737902796644,-0.1374708217493513,0.10705368411674612,-0.651674433753121,-0.14306900132164455,-0.24805445100701606,-0.14717642158620128,0.22749933111806173,0.04611377098231058,-0.15507472673996434,0.38817966062608866,-0.03681498619778473,0.0745670963206656,-0.21966969368736497,0.2890796972639232,-0.1458009183833457,0.017722814080164625,-0.1689386595626727,-0.27108035542380327,0.46256183218519736,-0.13067737769413962,-0.26176531179873136,-0.10612220178551937
FC1,-0.018242248094267485,0.01208959613670344,-0.09354859104825666,-0.09667417339557632,-0.0101939284849435,-0.11614392458959016,-0.1331633312642402,-0.6318482241859346,-0.06315002858433608,-0.2771125317612301,0.10621692393512383,-0.00731772778264134,0.13943627155794683,0.19019589455197017,-0.06306437086099381,0.1919136767766845,0.28593841888219546,0.21409627526548605,-0.26435704268707966,-0.04308237753976198,0.22012329924617,0.2913162045092706,0.3900844630895666,0.06895732541408708,0.30217082987208416,0.1259277181978926,-0.049129952041301383,-0.07673947898998632,-0.15762093488409182,-0.27747144097826115,0.11241968481763291,0.18709634144751192,-0.0115209527128838,-0.11093091537424771,-0.11101393318419393,0.20994868997325083,0.10292214503628432,-0.3513250838901197,0.07512500749458056,-0.02055298077326001,-0.04407636568190453,-0.03153580258191503,-0.013957997352296971,0.1687738397921637,-0.28057960708314833,-0.0427256109634778,0.0023269507733346224
C3,-0.06445071693651096,0.059800457903926935,0.41026205163783125,0.21105753225300414,0.8516323587686975,0.10792852036906153,-0.6889720597494382,-0.03872432413216186,-0.39027172399464916,-0.37560418408141816,0.01161785023638352,-0.012736700319065727,0.19129499301973843,0.014874487457199005,-0.4613728412113224,0.215667180811492,0.032280690778857486,-0.01965267141911621,-0.19818666314713598,0.12696257216267293,0.4643914668403493,-0.045064644691211415,0.13366653366514664,0.045977515311465614,0.30208916799876356,-0.358427941074899,0.3253133299150875,-0.2355529570415048,0.1661890665215598,-0.5403533598486614,-0.22291275582866973,0.17111045649212384,-0.01689169152060046,-0.3203000605517119,-0.08964857390048707,0.33183818019590944,-0.35279325215116125,0.09738069479863103,0.13783818242818893,-0.3781571770775819,0.48650480945442687,-0.10265641616198819,-0.08328978051718289,0.6303084725949551,-0.4089063273583796,-0.07411858856866466,-0.04694116033194877
T7,0.1159184955880929,0.08973002773194391,-0.11520698387347962,0.07235806728721751,0.0,-0.2514595849909027,0.06448247417382513,-0.5402989263253816,-0.23868909789028966,-0.38607314891634503,0.3108730200835092,-0.19525105389457126,-0.2009890976034336,0.23039625521479987,-0.18724435069313838,-0.09567807812659232,0.5132042984340309,0.1411560463856715,0.545561573405196,-0.13533331445728916,0.057575853720026285,-0.241426365537932,0.16451117959287279,0.2967938547978467,0.26164004424435905,0.19507296754491482,0.042625686080776985,0.2940821326927494,0.030427576259300725,-0.01410919895970076,0.06660378675940201,-0.042427859660468366,-0.19835027697226287,0.012399345598351404,0.05634508686454673,0.1515635687402386,-0.3557500053317499,-0.31924554567110675,-0.21959414217119122,-0.21125758254717347,-0.053166435832467586,0.11260025455597686,0.15084988699622112,-0.057783326161640225,-0.09912338512146675,0.1560533969647853,0.025632881021928122
TP9,-0.1776427239795162,0.5353482510672083,0.2683668254208232,-0.008978493949511139,0.1352214287708409,0.19536817414648364,-0.07736606963001308,-0.35074759735659256,-0.19363062841829387,0.1344568106793603,-0.015016548619913472,-0.14955379155001455,0.2679503319277652,-0.29155690105755944,0.009305455744960509,0.05403945388159865,0.047583410937951154,0.1690508439865489,0.12020549619137888,0.1062807008900514,0.35654295821057336,0.5237557705492049,0.3721183912038206,-0.11587663317632732,-0.0755356455660481,0.102284102991532,-0.1408060190740258,-0.17706515133629486,-0.01883762629692439,-0.22425071731777874,-0.2589411022494277,-0.012750875760762193,-0.150583736704651,-0.0738333579230475,-0.09956940862008842,-0.26240884639584283,0.21632670908360194,-0.32432175984631173,0.06181919883518499,0.047383823317234036,-0.09172375559801423,-0.004701043368299527,-0.14136876645378704,0.390890698276477,-0.3454593695840641,-0.03159449848106169,-0.30017776779842825
