,bankssts-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
bankssts-rh,0.5661375661375662,0.037037037037037035,0.0,0.21428571428571427,0.015873015873015872,0.0,0.16666666666666666,0.0
frontalpole-lh,0.03209876543209877,0.6049382716049383,0.10864197530864197,0.07407407407407407,0.03209876543209877,0.07654320987654321,0.03950617283950617,0.03209876543209877
frontalpole-rh,0.0,0.12874251497005987,0.7125748502994012,0.005988023952095809,0.0,0.09281437125748503,0.005988023952095809,0.05389221556886228
inferiortemporal-rh,0.15334773218142547,0.047516198704103674,0.0,0.6004319654427646,0.06695464362850972,0.0,0.11663066954643629,0.01511879049676026
lingual-rh,0.02654867256637168,0.0420353982300885,0.0,0.0420353982300885,0.5530973451327433,0.033185840707964605,0.252212389380531,0.05088495575221239
parahippocampal-lh,0.0,0.0585480093676815,0.07962529274004684,0.0,0.02810304449648712,0.7072599531615925,0.03981264637002342,0.08665105386416862
parahippocampal-rh,0.1271186440677966,0.03559322033898305,0.005084745762711864,0.09322033898305085,0.16101694915254236,0.030508474576271188,0.48983050847457626,0.0576271186440678
temporalpole-lh,0.0,0.033632286995515695,0.03587443946188341,0.020179372197309416,0.026905829596412557,0.08071748878923767,0.06053811659192825,0.742152466367713
