,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.529891304347826,0.04619565217391304,0.0,0.0,0.296195652173913,0.11684782608695653,0.0,0.010869565217391304
frontalpole-rh,0.06167400881057269,0.5638766519823789,0.08370044052863436,0.03524229074889868,0.16740088105726872,0.07048458149779736,0.0,0.01762114537444934
parahippocampal-lh,0.0,0.04746835443037975,0.8512658227848101,0.06329113924050633,0.0,0.0,0.0379746835443038,0.0
parsorbitalis-rh,0.006600660066006601,0.019801980198019802,0.08250825082508251,0.8085808580858086,0.0033003300330033004,0.039603960396039604,0.039603960396039604,0.0
rostralanteriorcingulate-lh,0.2845528455284553,0.11653116531165311,0.0,0.0027100271002710027,0.5528455284552846,0.01084010840108401,0.032520325203252036,0.0
rostralanteriorcingulate-rh,0.14285714285714285,0.05128205128205128,0.0,0.05860805860805861,0.02564102564102564,0.6336996336996337,0.03663003663003663,0.05128205128205128
temporalpole-lh,0.0,0.0,0.04513888888888889,0.027777777777777776,0.024305555555555556,0.020833333333333332,0.8819444444444444,0.0
temporalpole-rh,0.03,0.02,0.0,0.0,0.005,0.07,0.0,0.875
