,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0
lateralorbitofrontal-lh,0.0,0.3333333333333333,0.20833333333333334,0.25,0.0,0.041666666666666664,0.16666666666666666,0.0
medialorbitofrontal-rh,0.0,0.30434782608695654,0.2608695652173913,0.30434782608695654,0.0,0.08695652173913043,0.043478260869565216,0.0
parsopercularis-lh,0.0,0.32,0.24,0.28,0.0,0.08,0.08,0.0
parsorbitalis-lh,0.0,0.1,0.2,0.2,0.2,0.3,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.0,0.0
temporalpole-lh,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
