,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
lateralorbitofrontal-lh,0.02631578947368421,0.39473684210526316,0.13157894736842105,0.15789473684210525,0.0,0.02631578947368421,0.2631578947368421,0.0
medialorbitofrontal-rh,0.0,0.1891891891891892,0.35135135135135137,0.3783783783783784,0.0,0.05405405405405406,0.02702702702702703,0.0
parsopercularis-lh,0.0,0.20512820512820512,0.3333333333333333,0.358974358974359,0.0,0.05128205128205128,0.05128205128205128,0.0
parsorbitalis-lh,0.0,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.5555555555555556,0.25925925925925924,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.15151515151515152,0.3939393939393939,0.0,0.0
temporalpole-lh,0.2413793103448276,0.20689655172413793,0.0,0.0,0.0,0.0,0.5517241379310345,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
