,Fp1,Fz,FT9,TP9,T8,Fp2,AF7,AF8
Fp1,0.3383084577114428,0.0,0.0,0.0,0.0,0.31840796019900497,0.0,0.34328358208955223
Fz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.33507853403141363,0.0,0.0,0.0,0.0,0.3298429319371728,0.0,0.33507853403141363
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.24555160142348753,0.0,0.0,0.0,0.0,0.2277580071174377,0.0,0.5266903914590747
