,Fp1,FT9,T7,TP9,Fp2,AF7,AFz,TP7
Fp1,0.27450980392156865,0.0,0.0,0.0,0.2784313725490196,0.23529411764705882,0.21176470588235294,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.27626459143968873,0.0,0.0,0.0,0.2801556420233463,0.23346303501945526,0.21011673151750973,0.0
AF7,0.2575107296137339,0.0,0.0,0.0,0.2575107296137339,0.2532188841201717,0.2317596566523605,0.0
AFz,0.25116279069767444,0.0,0.0,0.0,0.25116279069767444,0.25116279069767444,0.24651162790697675,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
