,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.5862068965517241,0.0,0.0,0.10344827586206896,0.1724137931034483,0.034482758620689655,0.0,0.10344827586206896
parsopercularis-lh,0.0,0.4722222222222222,0.0,0.3055555555555556,0.0,0.16666666666666666,0.0,0.05555555555555555
parstriangularis-rh,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
precentral-lh,0.11428571428571428,0.2571428571428571,0.0,0.34285714285714286,0.0,0.14285714285714285,0.0,0.14285714285714285
superiorfrontal-rh,0.4117647058823529,0.0,0.0,0.0,0.47058823529411764,0.11764705882352941,0.0,0.0
superiortemporal-lh,0.10526315789473684,0.15789473684210525,0.0,0.15789473684210525,0.07894736842105263,0.39473684210526316,0.10526315789473684,0.0
superiortemporal-rh,0.0,0.0,0.37037037037037035,0.0,0.0,0.07407407407407407,0.5555555555555556,0.0
supramarginal-rh,0.2777777777777778,0.0,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.4444444444444444
