,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.2664359861591695,0.1522491349480969,0.08650519031141868,0.0,0.10726643598615918,0.10726643598615918,0.17647058823529413,0.10380622837370242
parsopercularis-lh,0.15087719298245614,0.2771929824561403,0.07017543859649122,0.0,0.11929824561403508,0.11228070175438597,0.1649122807017544,0.10526315789473684
parstriangularis-rh,0.17692307692307693,0.15384615384615385,0.5230769230769231,0.0,0.0,0.0,0.13846153846153847,0.007692307692307693
rostralmiddlefrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorparietal-rh,0.13839285714285715,0.15178571428571427,0.0,0.0,0.20982142857142858,0.16517857142857142,0.20535714285714285,0.12946428571428573
superiortemporal-lh,0.125,0.13709677419354838,0.0,0.0,0.14919354838709678,0.3225806451612903,0.14919354838709678,0.11693548387096774
supramarginal-lh,0.17288135593220338,0.15932203389830507,0.06779661016949153,0.0,0.15593220338983052,0.12542372881355932,0.21694915254237288,0.1016949152542373
supramarginal-rh,0.1694915254237288,0.1694915254237288,0.005649717514124294,0.0,0.1638418079096045,0.1638418079096045,0.1694915254237288,0.15819209039548024
