,Fp1,F7,FT9,FT10,Fp2,AFz,AF8,AF4
Fp1,0.4392523364485981,0.0,0.0,0.0,0.028037383177570093,0.29906542056074764,0.2336448598130841,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.3654485049833887,0.3687707641196013,0.0,0.0,0.0,0.26578073089701
FT10,0.0,0.0,0.2747524752475248,0.43316831683168316,0.0,0.0,0.0,0.29207920792079206
Fp2,0.26666666666666666,0.0,0.0,0.0,0.2,0.26666666666666666,0.26666666666666666,0.0
AFz,0.3548387096774194,0.0,0.0,0.0,0.03225806451612903,0.34408602150537637,0.26881720430107525,0.0
AF8,0.325,0.0,0.0,0.0,0.0375,0.325,0.3125,0.0
AF4,0.0,0.0,0.22282608695652173,0.32608695652173914,0.0,0.0,0.0,0.45108695652173914
