,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.6126126126126126,0.38738738738738737,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.4055299539170507,0.5944700460829493,0.0,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.6031746031746031,0.0,0.3968253968253968,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.1,0.0,0.5208333333333334,0.2,0.17916666666666667
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.4460093896713615,0.5539906103286385,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.4056603773584906,0.0,0.5943396226415094
