,bankssts-lh,fusiform-rh,insula-lh,lateralorbitofrontal-lh,paracentral-lh,parahippocampal-rh,posteriorcingulate-lh,temporalpole-rh
bankssts-lh,0.9210526315789473,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0
fusiform-rh,0.0,0.4672897196261682,0.0,0.0,0.0,0.38317757009345793,0.14953271028037382,0.0
insula-lh,0.0,0.0,0.3713355048859935,0.0,0.3322475570032573,0.0,0.2964169381107492,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.2695417789757412,0.0,0.37735849056603776,0.0,0.353099730458221,0.0
parahippocampal-rh,0.059322033898305086,0.3389830508474576,0.0,0.0,0.0,0.5508474576271186,0.05084745762711865,0.0
posteriorcingulate-lh,0.0,0.07925407925407925,0.20745920745920746,0.0,0.3006993006993007,0.03263403263403263,0.37995337995337997,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
