subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S18,Sess01,MOTOR_EXECUTION-LEFT,0.9632450562289233,0.9999999999999989,0.8841569828506869,1.0447074943827874,bootstrap,critical,hrfwin_resp
S18,Sess01,MOTOR_EXECUTION-RIGHT,0.9997832928398657,1.000000000000002,0.9075501507038327,1.1016909214351904,bootstrap,critical,hrfwin_resp
S18,Sess01,MOTOR_IMAGERY-LEFT,1.0001855507643305,0.9999999999999993,0.9103443736174809,1.114808801826333,bootstrap,critical,hrfwin_resp
S18,Sess01,MOTOR_IMAGERY-RIGHT,1.0146576664573166,1.0000000000000038,0.8906565473167241,1.1358985391443037,bootstrap,critical,hrfwin_resp
S18,Sess01,MOTOR_EXECUTION,0.9815141745343945,1.0000000000000004,0.8958535667772598,1.073199207908989,bootstrap,critical,hrfwin_resp
S18,Sess01,MOTOR_IMAGERY,1.0074216086108234,1.0000000000000016,0.9005004604671025,1.1253536704853184,bootstrap,critical,hrfwin_resp
S18,Sess01,LEFT,0.9817153034966268,0.9999999999999991,0.8972506782340839,1.0797581481045602,bootstrap,critical,hrfwin_resp
S18,Sess01,RIGHT,1.007220479648591,1.0000000000000029,0.8991033490102784,1.1187947302897472,bootstrap,critical,hrfwin_resp
S18,Sess01,LEFT_vs_RIGHT,-0.025505176151964237,0.0,-0.2215440520556633,0.18065479909428173,bootstrap,delta,hrfwin_resp
S18,Sess01,IMAGERY_vs_EXECUTION,0.025907434076428926,0.0,-0.1726987474418864,0.22950010370805862,bootstrap,delta,hrfwin_resp
S18,Sess01,ME_LEFT_vs_ME_RIGHT,-0.036538236610942354,0.0,-0.21753393858450354,0.1371573436789547,bootstrap,delta,hrfwin_resp
S18,Sess01,MI_LEFT_vs_MI_RIGHT,-0.01447211569298612,0.0,-0.22555416552682284,0.22415225450960885,bootstrap,delta,hrfwin_resp
