,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1309328968903437,0.12111292962356793,0.12438625204582651,0.11947626841243862,0.12274959083469722,0.1260229132569558,0.12438625204582651,0.1309328968903437
inferiorparietal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parsopercularis-lh,0.12562814070351758,0.12395309882747069,0.12562814070351758,0.12227805695142378,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758
parstriangularis-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorfrontal-rh,0.12521150592216582,0.12521150592216582,0.12521150592216582,0.12351945854483926,0.12521150592216582,0.12521150592216582,0.12521150592216582,0.12521150592216582
superiorparietal-lh,0.12624584717607973,0.12292358803986711,0.12624584717607973,0.1212624584717608,0.12458471760797342,0.12624584717607973,0.12624584717607973,0.12624584717607973
superiortemporal-lh,0.12562814070351758,0.12395309882747069,0.12562814070351758,0.12227805695142378,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758
superiortemporal-rh,0.1309328968903437,0.12111292962356793,0.12438625204582651,0.11947626841243862,0.12274959083469722,0.1260229132569558,0.12438625204582651,0.1309328968903437
