,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.14963503649635038,0.11313868613138686,0.11678832116788321,0.12043795620437957,0.12043795620437957,0.11678832116788321,0.145985401459854,0.11678832116788321
inferiorparietal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorfrontal-rh,0.12549019607843137,0.12156862745098039,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137
superiorparietal-lh,0.12549019607843137,0.12156862745098039,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiortemporal-rh,0.14391143911439114,0.11439114391143912,0.11808118081180811,0.12177121771217712,0.12177121771217712,0.11808118081180811,0.14391143911439114,0.11808118081180811
supramarginal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
