,Fp1,F7,Oz,F4,F8,Fp2,AF7,F6
Fp1,0.4298245614035088,0.0,0.0,0.0,0.14912280701754385,0.3456140350877193,0.0,0.07543859649122807
F7,0.0,0.865021770682148,0.0,0.0,0.0,0.0,0.13497822931785197,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0610632183908046,0.0,0.0,0.0,0.5323275862068966,0.21479885057471265,0.0,0.19181034482758622
Fp2,0.18274582560296845,0.0,0.0,0.0,0.2764378478664193,0.3784786641929499,0.0,0.16233766233766234
AF7,0.0,0.14728682170542637,0.0,0.0,0.0,0.0,0.8527131782945736,0.0
F6,0.04880694143167028,0.0,0.0,0.0,0.28524945770065074,0.19197396963123645,0.0,0.47396963123644253
