,Fp1,F7,Oz,F4,F8,Fp2,AF7,F6
Fp1,0.46947595894111294,0.0,0.0,0.0,0.0733387358184765,0.3273905996758509,0.10062128579146408,0.029173419773095625
F7,0.0,0.961726618705036,0.0,0.0,0.0,0.0,0.03827338129496403,0.0
Oz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.08314193844740468,0.0,0.0,0.0,0.5562700964630225,0.18465778594395957,0.0,0.17593017914561324
Fp2,0.3034396497811132,0.0,0.0,0.0,0.15046904315197,0.4444027517198249,0.03227016885553471,0.06941838649155722
AF7,0.16022457352623623,0.03001511552580436,0.0,0.0,0.0,0.05614338155905852,0.7536169293889009,0.0
F6,0.04769264738352837,0.0,0.0,0.0,0.2536983881651579,0.12408920291455067,0.0,0.5745197615367631
