,Fp1,TP9,F4,F8,Fp2,AF7,AF4,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4946236559139785,0.0,0.5053763440860215,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.09670781893004116,0.0,0.691358024691358,0.21193415637860083,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.5024154589371981,0.4975845410628019,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
