,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.15795943454210204,0.0,0.0,0.0,0.0,0.0,0.0626920712968654,0.0,0.057775046097111246,0.0,0.07682851874615858,0.0,0.07375537799631224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14628149969268592,0.1057160417947142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08113091579594345,0.0,0.08236017209588199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011063306699446834,0.14443761524277812,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.1806761078117862,0.0938784833257195,0.05230698949291914,0.0,0.0,0.0,0.0,0.03768844221105527,0.0,0.08474189127455459,0.0,0.022384650525354044,0.08519872087711283,0.09570580173595249,0.03312014618547282,0.0,0.0,0.0,0.0,0.0,0.03951576062128826,0.0,0.0,0.0,0.025810872544540887,0.0,0.0,0.08656920968478757,0.0,0.0,0.03563270899954317,0.0,0.0,0.0,0.0,0.0,0.061900411146642305,0.0,0.0,0.03312014618547282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012105984467793512,0.0,0.0,0.0,0.0,0.0,0.01964367291000457,0.0
FT9,0.0,0.0,0.13866396761133604,0.16261808367071526,0.06376518218623482,0.0,0.0,0.0,0.0,0.0,0.0,0.07489878542510121,0.0,0.033063427800269905,0.08670715249662618,0.06578947368421052,0.04487179487179487,0.0,0.0,0.0,0.0,0.0,0.05195681511470985,0.0,0.0,0.0,0.053643724696356275,0.0,0.0,0.04251012145748988,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.09008097165991903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009784075573549258,0.0,0.0,0.0,0.0,0.0,0.029014844804318488,0.0
FC5,0.0,0.0,0.12807606263982102,0.10570469798657718,0.12695749440715884,0.0,0.0,0.0,0.0,0.02237136465324385,0.0,0.09955257270693513,0.0,0.05480984340044743,0.09955257270693513,0.12583892617449666,0.0,0.0,0.0,0.0,0.0,0.0,0.03803131991051454,0.0,0.0,0.0,0.0,0.0,0.0,0.09228187919463088,0.0,0.0,0.03859060402684564,0.0,0.0,0.0,0.0,0.0,0.04586129753914989,0.0,0.0,0.02237136465324385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.12011173184357542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.019553072625698324,0.0,0.0,0.10335195530726257,0.0,0.0,0.0,0.0,0.0,0.12150837988826815,0.0,0.0,0.0,0.0,0.0,0.0,0.02653631284916201,0.0,0.12150837988826815,0.0,0.0,0.018156424581005588,0.12150837988826815,0.12150837988826815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12150837988826815,0.0,0.0,0.0,0.0,0.0,0.055865921787709494,0.02653631284916201
C3,0.07929176289453425,0.0,0.0,0.0,0.0,0.0,0.21093148575827558,0.0,0.0,0.0,0.19168591224018475,0.0,0.07236335642802155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07929176289453425,0.05696689761354888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07775211701308699,0.0,0.07929176289453425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013856812933025405,0.13856812933025403,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29079159935379645,0.22132471728594508,0.0,0.0,0.0,0.25363489499192243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680129240710824,0.0,0.0,0.06623586429725363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.03941730934018852,0.0,0.0,0.0,0.0,0.0,0.0,0.059554413024850046,0.2952013710368466,0.0,0.0,0.0,0.2377892030848329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044558697514995714,0.0,0.03598971722365039,0.0664095972579263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05998286203941731,0.0,0.13153384747215083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02956298200514139,0.0,0.0
CP5,0.0,0.0,0.13036565977742448,0.0,0.03179650238473768,0.0,0.0,0.0,0.0,0.2289348171701113,0.0,0.0246422893481717,0.0,0.0,0.04531001589825119,0.11049284578696343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138314785373609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21462639109697934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0824607329842932,0.0,0.0,0.0,0.0,0.0,0.16099476439790575,0.0,0.0,0.0,0.21858638743455497,0.0,0.04319371727748691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824607329842932,0.04842931937172775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08115183246073299,0.0,0.12303664921465969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011780104712041885,0.14790575916230367,0.0,0.0
Pz,0.0,0.0,0.15149040424663127,0.08983258472846059,0.0726827276439363,0.0,0.0,0.0,0.0,0.01347488770926909,0.0,0.15026541445487954,0.0,0.04001633319722336,0.11024908125765619,0.11596570028583095,0.017558187015108206,0.0,0.0,0.0,0.0,0.0,0.02449979583503471,0.0,0.0,0.0,0.0008166598611678236,0.0,0.0,0.09881584320130665,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.05104124132298898,0.0,0.0,0.004899959167006942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006941608819926501,0.0,0.0,0.0,0.0,0.0,0.01347488770926909,0.0
P3,0.04114671163575042,0.0,0.0,0.0,0.0,0.0,0.03237774030354131,0.05227655986509275,0.18785834738617202,0.0,0.022934232715008433,0.0,0.3561551433389545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035075885328836424,0.0,0.03777403035413154,0.03709949409780776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051264755480607084,0.0,0.10556492411467117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04047217537942664,0.0,0.0
P7,0.0,0.0,0.1136890951276102,0.1136890951276102,0.1136890951276102,0.0,0.0,0.0,0.0,0.0,0.0,0.1136890951276102,0.0,0.11252900232018562,0.1136890951276102,0.1136890951276102,0.0,0.0,0.0,0.0,0.0,0.0,0.019721577726218097,0.0,0.0,0.0,0.0,0.0,0.0,0.09860788863109049,0.0,0.0,0.02088167053364269,0.0,0.0,0.0,0.0,0.0,0.06612529002320186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.09031476997578693,0.06222760290556901,0.043583535108958835,0.003389830508474576,0.0,0.0,0.0,0.014285714285714285,0.0,0.06440677966101695,0.0,0.023728813559322035,0.12058111380145278,0.0648910411622276,0.056174334140435836,0.0,0.0,0.03123486682808717,0.0,0.0,0.009200968523002421,0.0,0.0,0.01937046004842615,0.019612590799031476,0.0,0.0,0.05351089588377724,0.0,0.0,0.0576271186440678,0.0,0.01549636803874092,0.0,0.00387409200968523,0.030750605326876512,0.07554479418886198,0.024697336561743343,0.0,0.009200968523002421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024697336561743343,0.0,0.0,0.0,0.0,0.0,0.05036319612590799,0.03123486682808717
Oz,0.0,0.0,0.15460888725670216,0.07161219243481454,0.08336393683437385,0.0,0.0,0.0,0.0,0.051781123760558205,0.0,0.10503121557106133,0.0,0.03598971722365039,0.09842085934630922,0.15607785530664708,0.0,0.0,0.0,0.0,0.0,0.0,0.028277634961439587,0.0,0.0,0.0,0.0,0.0,0.0,0.11274329783327212,0.0,0.0,0.02791039294895336,0.0,0.0,0.0,0.0,0.0,0.030113845023870732,0.0,0.0,0.04406904149834741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.05783805345033905,0.053849222177901876,0.0,0.004786597526924611,0.0,0.0,0.0,0.0,0.0,0.017151974471479856,0.0,0.0,0.09214200239329877,0.0,0.11607499002792182,0.0,0.0,0.051854806541683285,0.0,0.0,0.010769844435580374,0.0,0.0,0.031112883925009972,0.03230953330674113,0.0,0.0,0.0,0.0,0.0,0.08655763861188671,0.0,0.02473075388911049,0.0,0.006382130035899481,0.05783805345033905,0.10849621061029119,0.03988831272437176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05584363781412046,0.0,0.0,0.0,0.0,0.0,0.09333865177502991,0.059034702832070206
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
