,F7,FT9,TP9,CP2,AF7,AF3,F5,AF8
F7,0.8936170212765957,0.0,0.0,0.0,0.0,0.10638297872340426,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.3,0.3,0.0,0.0,0.4,0.0
CP2,0.0,0.0,0.05555555555555555,0.4444444444444444,0.0,0.0,0.5,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.5454545454545454,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0
F5,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.7142857142857143,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
