,bankssts-rh,cuneus-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.48333333333333334,0.36666666666666664,0.0,0.0,0.15,0.0
fusiform-rh,0.0,0.0,0.4897959183673469,0.46938775510204084,0.0,0.0,0.04081632653061224,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.23333333333333334,0.0,0.16666666666666666,0.0,0.6,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
