,Fp1,O1,FC2,Fp2,AFz,AF8,AF4,FCz
Fp1,0.3317972350230415,0.0,0.0,0.20506912442396313,0.17511520737327188,0.2880184331797235,0.0,0.0
O1,0.0,0.4904109589041096,0.0,0.0,0.0,0.0,0.40821917808219177,0.10136986301369863
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.2616279069767442,0.0,0.0,0.2558139534883721,0.22093023255813954,0.2616279069767442,0.0,0.0
AFz,0.25163398692810457,0.0,0.0,0.25163398692810457,0.24509803921568626,0.25163398692810457,0.0,0.0
AF8,0.2951945080091533,0.0,0.0,0.2036613272311213,0.17391304347826086,0.32723112128146453,0.0,0.0
AF4,0.0,0.44807121661721067,0.0,0.0,0.0,0.0,0.4421364985163205,0.10979228486646884
FCz,0.0,0.33636363636363636,0.0,0.0,0.0,0.0,0.33636363636363636,0.32727272727272727
