,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.5918367346938775,0.0,0.08163265306122448,0.08163265306122448,0.16326530612244897,0.0,0.0,0.08163265306122448
caudalmiddlefrontal-rh,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
postcentral-rh,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.09523809523809523,0.047619047619047616
precentral-lh,0.06896551724137931,0.0,0.0,0.7586206896551724,0.1724137931034483,0.0,0.0,0.0
superiorfrontal-lh,0.10416666666666667,0.0,0.0,0.14583333333333334,0.7291666666666666,0.0,0.0,0.020833333333333332
superiorfrontal-rh,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
superiorparietal-lh,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.7096774193548387,0.22580645161290322
superiorparietal-rh,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.0,0.08163265306122448,0.0,0.16326530612244897,0.5714285714285714
