,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.15151515151515152,0.11363636363636363,0.12121212121212122,0.12878787878787878,0.12878787878787878,0.11363636363636363,0.12121212121212122,0.12121212121212122
caudalmiddlefrontal-rh,0.12903225806451613,0.12096774193548387,0.12903225806451613,0.12903225806451613,0.11290322580645161,0.12096774193548387,0.12903225806451613,0.12903225806451613
postcentral-rh,0.1,0.1,0.15333333333333332,0.10666666666666667,0.14,0.12,0.13333333333333333,0.14666666666666667
superiorfrontal-rh,0.1323529411764706,0.11029411764705882,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.125,0.11764705882352941,0.11764705882352941
superiorparietal-lh,0.12582781456953643,0.09271523178807947,0.1390728476821192,0.11258278145695365,0.17880794701986755,0.11258278145695365,0.11258278145695365,0.12582781456953643
superiorparietal-rh,0.11029411764705882,0.11029411764705882,0.14705882352941177,0.11764705882352941,0.1323529411764706,0.1323529411764706,0.125,0.125
superiortemporal-lh,0.1048951048951049,0.1048951048951049,0.14685314685314685,0.11188811188811189,0.1258741258741259,0.11188811188811189,0.14685314685314685,0.14685314685314685
supramarginal-rh,0.1056338028169014,0.1056338028169014,0.14084507042253522,0.1056338028169014,0.11971830985915492,0.1056338028169014,0.14788732394366197,0.16901408450704225
