,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2235294117647059,0.0,0.09411764705882353,0.21176470588235294,0.21176470588235294,0.08235294117647059,0.07058823529411765,0.10588235294117647
parstriangularis-rh,0.0,0.66,0.0,0.06,0.02,0.0,0.26,0.0
postcentral-rh,0.14754098360655737,0.01639344262295082,0.18032786885245902,0.2459016393442623,0.16393442622950818,0.13114754098360656,0.04918032786885246,0.06557377049180328
superiorparietal-lh,0.16346153846153846,0.038461538461538464,0.10576923076923077,0.27884615384615385,0.15384615384615385,0.07692307692307693,0.09615384615384616,0.08653846153846154
superiorparietal-rh,0.16831683168316833,0.019801980198019802,0.0891089108910891,0.1782178217821782,0.2376237623762376,0.07920792079207921,0.07920792079207921,0.1485148514851485
superiortemporal-lh,0.13953488372093023,0.0,0.20930232558139536,0.20930232558139536,0.18604651162790697,0.18604651162790697,0.0,0.06976744186046512
superiortemporal-rh,0.11267605633802817,0.18309859154929578,0.028169014084507043,0.15492957746478872,0.1267605633802817,0.014084507042253521,0.2676056338028169,0.11267605633802817
supramarginal-rh,0.16417910447761194,0.014925373134328358,0.05970149253731343,0.14925373134328357,0.23880597014925373,0.04477611940298507,0.1044776119402985,0.22388059701492538
