,Fp1,F7,T7,Pz,F8,Fp2,AF7,P1
Fp1,0.26666666666666666,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.25,0.0,0.375,0.0,0.0,0.125,0.25,0.0
Pz,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0
AF7,0.26666666666666666,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
