,Fp1,F7,T7,Pz,F8,Fp2,AF7,P1
Fp1,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
