,Fp1,F7,T7,Pz,F8,Fp2,AF7,P1
Fp1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.7692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
