,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0423572744014733,0.02394106813996317,0.0,0.0,0.0,0.007366482504604052,0.0,0.04604051565377532,0.0,0.04419889502762431,0.034990791896869246,0.0,0.0,0.0,0.011049723756906077,0.03867403314917127,0.0423572744014733,0.0,0.0,0.0,0.040515653775322284,0.022099447513812154,0.0,0.0,0.0,0.040515653775322284,0.0,0.03683241252302026,0.0,0.0423572744014733,0.03683241252302026,0.0,0.0,0.0,0.04604051565377532,0.03867403314917127,0.0,0.04419889502762431,0.0,0.0,0.04604051565377532,0.0,0.0,0.040515653775322284,0.04419889502762431,0.0,0.003683241252302026,0.0,0.04604051565377532,0.0,0.0,0.04604051565377532,0.03314917127071823,0.0,0.03683241252302026,0.0,0.0,0.0,0.04604051565377532,0.0,0.01841620626151013
Fz,0.04093567251461988,0.03508771929824561,0.0,0.0,0.0,0.011695906432748537,0.0,0.04093567251461988,0.0,0.038011695906432746,0.04093567251461988,0.0,0.0,0.0,0.017543859649122806,0.04093567251461988,0.04093567251461988,0.0,0.0,0.0,0.04093567251461988,0.02631578947368421,0.0,0.0,0.0,0.04093567251461988,0.0,0.03508771929824561,0.0,0.04093567251461988,0.04093567251461988,0.0,0.0,0.0,0.04093567251461988,0.04093567251461988,0.0,0.04093567251461988,0.0,0.0,0.04093567251461988,0.0,0.0,0.03508771929824561,0.038011695906432746,0.0,0.005847953216374269,0.0,0.04093567251461988,0.0,0.0,0.04093567251461988,0.04093567251461988,0.0,0.04093567251461988,0.0,0.0,0.0,0.04093567251461988,0.0,0.02046783625730994
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.05157593123209169,0.044412607449856735,0.0014326647564469914,0.0,0.0,0.03724928366762178,0.0,0.0014326647564469914,0.04011461318051576,0.050143266475644696,0.03868194842406877,0.0014326647564469914,0.0,0.0,0.0329512893982808,0.05300859598853868,0.014326647564469915,0.0014326647564469914,0.0,0.025787965616045846,0.05300859598853868,0.03724928366762178,0.0,0.0329512893982808,0.0,0.03724928366762178,0.0,0.0,0.017191977077363897,0.0014326647564469914,0.04154727793696275,0.0,0.0,0.04871060171919771,0.0,0.034383954154727794,0.03724928366762178,0.0,0.02148997134670487,0.027220630372492838,0.0,0.0,0.004297994269340974,0.004297994269340974,0.045845272206303724,0.0,0.01862464183381089,0.0,0.0,0.0,0.03868194842406877,0.0014326647564469914,0.0057306590257879654,0.04011461318051576,0.0057306590257879654,0.0,0.05157593123209169,0.0
FC5,0.0,0.0,0.0,0.047021943573667714,0.0438871473354232,0.001567398119122257,0.0,0.0,0.03918495297805643,0.0,0.001567398119122257,0.04075235109717868,0.047021943573667714,0.04075235109717868,0.001567398119122257,0.0,0.0,0.03605015673981191,0.047021943573667714,0.01567398119122257,0.001567398119122257,0.0,0.02821316614420063,0.047021943573667714,0.03918495297805643,0.0,0.03605015673981191,0.0,0.03918495297805643,0.0,0.0,0.018808777429467086,0.001567398119122257,0.04075235109717868,0.0,0.0,0.0438871473354232,0.0,0.03605015673981191,0.03761755485893417,0.0,0.023510971786833857,0.029780564263322883,0.0,0.0,0.004702194357366771,0.004702194357366771,0.04231974921630094,0.0,0.02037617554858934,0.0,0.0,0.0,0.04075235109717868,0.001567398119122257,0.006269592476489028,0.04075235109717868,0.006269592476489028,0.0,0.047021943573667714,0.0
FC1,0.043795620437956206,0.043795620437956206,0.0,0.0,0.0,0.0364963503649635,0.0,0.0364963503649635,0.0,0.029197080291970802,0.043795620437956206,0.0,0.0,0.0,0.043795620437956206,0.043795620437956206,0.043795620437956206,0.0,0.0,0.0,0.043795620437956206,0.014598540145985401,0.0,0.0,0.0,0.0364963503649635,0.0,0.021897810218978103,0.0,0.043795620437956206,0.0364963503649635,0.0,0.0,0.0,0.0364963503649635,0.043795620437956206,0.0,0.0364963503649635,0.0,0.0,0.0364963503649635,0.0,0.0,0.021897810218978103,0.029197080291970802,0.0,0.021897810218978103,0.0,0.0364963503649635,0.0,0.0,0.0364963503649635,0.0364963503649635,0.0,0.043795620437956206,0.0,0.0,0.0,0.043795620437956206,0.0,0.014598540145985401
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.04056437389770723,0.021164021164021163,0.0,0.0,0.0,0.005291005291005291,0.0,0.06525573192239859,0.0,0.04409171075837742,0.031746031746031744,0.0,0.0,0.0,0.008818342151675485,0.03527336860670194,0.04056437389770723,0.0,0.0,0.0,0.03880070546737213,0.021164021164021163,0.0,0.0,0.0,0.037037037037037035,0.0,0.03527336860670194,0.0,0.04056437389770723,0.03350970017636684,0.0,0.0,0.0,0.04585537918871252,0.03527336860670194,0.0,0.042328042328042326,0.0,0.0,0.04409171075837742,0.0,0.0,0.03880070546737213,0.04409171075837742,0.0,0.001763668430335097,0.0,0.04409171075837742,0.0,0.0,0.06701940035273368,0.029982363315696647,0.0,0.03350970017636684,0.0,0.0,0.0,0.0564373897707231,0.0,0.01763668430335097
TP9,0.0016806722689075631,0.0016806722689075631,0.0,0.04201680672268908,0.04201680672268908,0.0033613445378151263,0.0,0.0,0.040336134453781515,0.0,0.0033613445378151263,0.040336134453781515,0.04201680672268908,0.040336134453781515,0.0033613445378151263,0.0016806722689075631,0.0016806722689075631,0.03865546218487395,0.04201680672268908,0.01680672268907563,0.0033613445378151263,0.0,0.030252100840336135,0.04201680672268908,0.040336134453781515,0.0,0.03697478991596639,0.0,0.03865546218487395,0.0016806722689075631,0.0,0.020168067226890758,0.0016806722689075631,0.03865546218487395,0.0,0.0016806722689075631,0.040336134453781515,0.0,0.03697478991596639,0.03697478991596639,0.0,0.025210084033613446,0.030252100840336135,0.0,0.0,0.005042016806722689,0.0067226890756302525,0.03865546218487395,0.0,0.021848739495798318,0.0,0.0,0.0,0.040336134453781515,0.0033613445378151263,0.0067226890756302525,0.040336134453781515,0.0067226890756302525,0.0016806722689075631,0.04201680672268908,0.0
CP5,0.041916167664670656,0.021956087824351298,0.0,0.0,0.0,0.003992015968063872,0.0,0.0499001996007984,0.0,0.04590818363273453,0.033932135728542916,0.0,0.0,0.0,0.007984031936127744,0.03792415169660679,0.041916167664670656,0.0,0.0,0.0,0.03992015968063872,0.023952095808383235,0.0,0.0,0.0,0.03992015968063872,0.0,0.03992015968063872,0.0,0.041916167664670656,0.03592814371257485,0.0,0.0,0.0,0.04590818363273453,0.03792415169660679,0.0,0.043912175648702596,0.0,0.0,0.04590818363273453,0.0,0.0,0.043912175648702596,0.04590818363273453,0.0,0.0,0.0,0.04590818363273453,0.0,0.0,0.0499001996007984,0.031936127744510975,0.0,0.03592814371257485,0.0,0.0,0.0,0.04590818363273453,0.0,0.01996007984031936
