,F3,CP5,P3,FC2,C5,POz,CPz,F6
F3,0.25735294117647056,0.0,0.2647058823529412,0.15441176470588236,0.17647058823529413,0.0,0.0,0.14705882352941177
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.2553191489361702,0.0,0.28368794326241137,0.14893617021276595,0.1702127659574468,0.0,0.0,0.14184397163120568
FC2,0.20952380952380953,0.0,0.20952380952380953,0.19047619047619047,0.20952380952380953,0.0,0.0,0.18095238095238095
C5,0.21929824561403508,0.0,0.21929824561403508,0.18421052631578946,0.20175438596491227,0.0,0.0,0.17543859649122806
POz,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.205607476635514,0.0,0.205607476635514,0.19626168224299065,0.205607476635514,0.0,0.0,0.18691588785046728
