,TP9,P7,O1,Oz,AF7,POz,CPz,TP8
TP9,0.32941176470588235,0.03529411764705882,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,0.047058823529411764
P7,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367
O1,0.3125,0.0375,0.3,0.3,0.0,0.0,0.0,0.05
Oz,0.3125,0.0375,0.3,0.3,0.0,0.0,0.0,0.05
AF7,0.0,0.0,0.0,0.0,0.4897959183673469,0.5102040816326531,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.43636363636363634,0.5636363636363636,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.22727272727272727,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.18181818181818182
