,Fp1,TP10,T8,F8,AF7,CPz,TP8,AF8
Fp1,0.29107981220657275,0.0,0.13615023474178403,0.0,0.23943661971830985,0.0,0.051643192488262914,0.28169014084507044
TP10,0.00847457627118644,0.5338983050847458,0.0,0.3389830508474576,0.0,0.11016949152542373,0.0,0.00847457627118644
T8,0.23387096774193547,0.0,0.20967741935483872,0.0,0.23387096774193547,0.0,0.08870967741935484,0.23387096774193547
F8,0.010869565217391304,0.43478260869565216,0.0,0.40217391304347827,0.0,0.14130434782608695,0.0,0.010869565217391304
AF7,0.2712765957446808,0.0,0.14893617021276595,0.0,0.2553191489361702,0.0,0.05851063829787234,0.26595744680851063
CPz,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.0
TP8,0.20754716981132076,0.0,0.20754716981132076,0.0,0.20754716981132076,0.0,0.16981132075471697,0.20754716981132076
AF8,0.29107981220657275,0.0,0.13615023474178403,0.0,0.23943661971830985,0.0,0.051643192488262914,0.28169014084507044
