,caudalmiddlefrontal-lh,entorhinal-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-lh,0.5135135135135135,0.0,0.0,0.0,0.4864864864864865,0.0,0.0,0.0
entorhinal-lh,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.05263157894736842,0.0
frontalpole-rh,0.0,0.0,0.2807017543859649,0.2982456140350877,0.0,0.2631578947368421,0.0,0.15789473684210525
medialorbitofrontal-lh,0.0,0.0,0.27450980392156865,0.3137254901960784,0.0,0.27450980392156865,0.0,0.13725490196078433
parsorbitalis-lh,0.41935483870967744,0.0,0.0,0.0,0.5806451612903226,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.28,0.3,0.0,0.28,0.0,0.14
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.2619047619047619,0.21428571428571427,0.0,0.21428571428571427,0.0,0.30952380952380953
