,entorhinal-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,temporalpole-lh
entorhinal-lh,0.3469387755102041,0.2653061224489796,0.0,0.02040816326530612,0.0,0.12244897959183673,0.061224489795918366,0.1836734693877551
fusiform-lh,0.2708333333333333,0.3333333333333333,0.0,0.020833333333333332,0.0,0.1875,0.0,0.1875
inferiortemporal-lh,0.0,0.0,0.5769230769230769,0.23076923076923078,0.0,0.11538461538461539,0.07692307692307693,0.0
isthmuscingulate-lh,0.0,0.0,0.225,0.5,0.1,0.175,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0
lingual-lh,0.07142857142857142,0.11904761904761904,0.11904761904761904,0.2619047619047619,0.0,0.35714285714285715,0.0,0.07142857142857142
parahippocampal-lh,0.2222222222222222,0.14814814814814814,0.0,0.0,0.0,0.0,0.5925925925925926,0.037037037037037035
temporalpole-lh,0.2631578947368421,0.18421052631578946,0.0,0.02631578947368421,0.0,0.13157894736842105,0.0,0.39473684210526316
