,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.8333333333333334,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0
caudalanteriorcingulate-rh,0.0,0.6363636363636364,0.0,0.15151515151515152,0.0,0.0,0.21212121212121213,0.0
entorhinal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.25,0.0,0.5,0.0,0.03571428571428571,0.21428571428571427,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0625,0.0,0.0,0.1875,0.0,0.75,0.0,0.0
rostralanteriorcingulate-rh,0.17142857142857143,0.17142857142857143,0.0,0.14285714285714285,0.0,0.0,0.5142857142857142,0.0
temporalpole-lh,0.0,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.8095238095238095
