,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.8051948051948052,0.0,0.0,0.11688311688311688,0.0,0.0,0.07792207792207792,0.0
parstriangularis-rh,0.0,0.35294117647058826,0.15966386554621848,0.008403361344537815,0.14285714285714285,0.15966386554621848,0.0,0.17647058823529413
postcentral-rh,0.0,0.14728682170542637,0.23255813953488372,0.0,0.17829457364341086,0.23255813953488372,0.0,0.20930232558139536
superiorparietal-rh,0.11538461538461539,0.02564102564102564,0.0,0.8205128205128205,0.0,0.0,0.01282051282051282,0.02564102564102564
superiortemporal-lh,0.007874015748031496,0.11811023622047244,0.16535433070866143,0.0,0.3779527559055118,0.16535433070866143,0.023622047244094488,0.14173228346456693
superiortemporal-rh,0.0,0.15748031496062992,0.2283464566929134,0.0,0.18110236220472442,0.2283464566929134,0.0,0.2047244094488189
supramarginal-lh,0.2413793103448276,0.0,0.0,0.0,0.13793103448275862,0.0,0.6206896551724138,0.0
supramarginal-rh,0.0,0.15555555555555556,0.2,0.007407407407407408,0.14814814814814814,0.2,0.0,0.28888888888888886
