,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.8615384615384616,0.0,0.0,0.0,0.0,0.0,0.13846153846153847,0.0
entorhinal-lh,0.0,0.7191011235955056,0.0,0.0,0.0,0.2808988764044944,0.0,0.0
frontalpole-lh,0.0,0.0,0.41379310344827586,0.27586206896551724,0.2689655172413793,0.0,0.0,0.041379310344827586
frontalpole-rh,0.0,0.0,0.1956521739130435,0.4945652173913043,0.27717391304347827,0.0,0.0,0.03260869565217391
medialorbitofrontal-lh,0.0,0.0,0.23333333333333334,0.32,0.4066666666666667,0.0,0.0,0.04
parahippocampal-lh,0.0,0.24786324786324787,0.0,0.0,0.0,0.7521367521367521,0.0,0.0
parsorbitalis-lh,0.0875,0.0,0.0,0.0,0.0,0.0,0.9125,0.0
temporalpole-rh,0.0,0.0,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.0,0.0,0.7948717948717948
