,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.5476190476190477,0.24603174603174602,0.0,0.10317460317460317,0.10317460317460317,0.0,0.0,0.0
frontalpole-rh,0.18518518518518517,0.37037037037037035,0.037037037037037035,0.17989417989417988,0.2222222222222222,0.0026455026455026454,0.0,0.0026455026455026454
insula-rh,0.0,0.061855670103092786,0.6597938144329897,0.0,0.12027491408934708,0.03436426116838488,0.11683848797250859,0.006872852233676976
medialorbitofrontal-lh,0.09202453987730061,0.22699386503067484,0.0,0.3343558282208589,0.25153374233128833,0.05521472392638037,0.0,0.03987730061349693
medialorbitofrontal-rh,0.07389162561576355,0.2315270935960591,0.08866995073891626,0.20689655172413793,0.3374384236453202,0.04433497536945813,0.0,0.017241379310344827
parsopercularis-rh,0.0,0.011583011583011582,0.04633204633204633,0.0694980694980695,0.07722007722007722,0.7953667953667953,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.12658227848101267,0.008438818565400843,0.012658227848101266,0.0,0.7932489451476793,0.05907172995780591
temporalpole-lh,0.0,0.013100436681222707,0.0,0.056768558951965066,0.039301310043668124,0.0,0.05240174672489083,0.8384279475982532
