,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
postcentral-lh,0.2605633802816901,0.04225352112676056,0.1267605633802817,0.07042253521126761,0.11971830985915492,0.035211267605633804,0.11267605633802817,0.2323943661971831
postcentral-rh,0.13333333333333333,0.28888888888888886,0.0,0.0,0.13333333333333333,0.0,0.3111111111111111,0.13333333333333333
superiorfrontal-lh,0.2786885245901639,0.0,0.29508196721311475,0.16393442622950818,0.0,0.0,0.0,0.26229508196721313
superiorfrontal-rh,0.2564102564102564,0.0,0.2564102564102564,0.23076923076923078,0.0,0.0,0.0,0.2564102564102564
superiorparietal-lh,0.21621621621621623,0.08108108108108109,0.0,0.0,0.24324324324324326,0.0,0.21621621621621623,0.24324324324324326
superiorparietal-rh,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
superiortemporal-rh,0.17,0.14,0.0,0.0,0.18,0.0,0.33,0.18
supramarginal-lh,0.23943661971830985,0.04225352112676056,0.11971830985915492,0.07042253521126761,0.13380281690140844,0.0,0.1267605633802817,0.2676056338028169
